date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:54:09	44435/44435	---MCZ	200	added ('OK')	text/css	etag:W/%225c9dd8d0-e8b8%22	http://themes.semicolonweb.com/html/canvas/include/rs-plugin/css/navigation.css	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/include/rs-plugin/css/navigation.css	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:10	65910/65910	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:05%20GMT	http://themes.semicolonweb.com/html/canvas/index.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:10	876/876	---M--	200	added ('OK')	image/png	etag:%225ab3cbd2-36c%22	http://themes.semicolonweb.com/html/canvas/images/logo.png	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/images/logo.png	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:11	1636/1636	---M--	200	added ('OK')	image/png	etag:%225ab3cbb9-664%22	http://themes.semicolonweb.com/html/canvas/images/logo@2x.png	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/images/logo@2x.png	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:11	48644/48644	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:49%20GMT	http://themes.semicolonweb.com/html/canvas/index-corporate-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-corporate-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:12	56093/56093	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:50%20GMT	http://themes.semicolonweb.com/html/canvas/index-corporate-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-corporate-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:13	49157/49157	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:50%20GMT	http://themes.semicolonweb.com/html/canvas/index-corporate-4.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-corporate-4.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:13	53959/53959	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:00%20GMT	http://themes.semicolonweb.com/html/canvas/index-portfolio.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-portfolio.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:14	50382/50382	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:59%20GMT	http://themes.semicolonweb.com/html/canvas/index-portfolio-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-portfolio-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:14	40218/40218	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:59%20GMT	http://themes.semicolonweb.com/html/canvas/index-portfolio-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-portfolio-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:15	49875/49875	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:00%20GMT	http://themes.semicolonweb.com/html/canvas/index-portfolio-4.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-portfolio-4.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:15	21563/21563	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:47%20GMT	http://themes.semicolonweb.com/html/canvas/index-blog.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-blog.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:15	21300/21300	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:46%20GMT	http://themes.semicolonweb.com/html/canvas/index-blog-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-blog-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:16	20936/20936	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:47%20GMT	http://themes.semicolonweb.com/html/canvas/index-blog-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-blog-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:16	47258/47258	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:03%20GMT	http://themes.semicolonweb.com/html/canvas/index-shop.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-shop.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:17	29283/29283	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:02%20GMT	http://themes.semicolonweb.com/html/canvas/index-shop-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-shop-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:17	62011/62011	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:56%20GMT	http://themes.semicolonweb.com/html/canvas/index-magazine.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-magazine.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:18	71797/71797	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:55%20GMT	http://themes.semicolonweb.com/html/canvas/index-magazine-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-magazine-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:19	67084/67084	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:55%20GMT	http://themes.semicolonweb.com/html/canvas/index-magazine-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-magazine-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:20	28053/28053	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:53%20GMT	http://themes.semicolonweb.com/html/canvas/landing.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/landing.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:20	24134/24134	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:13%20GMT	http://themes.semicolonweb.com/html/canvas/landing-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/landing-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:20	27999/27999	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:53%20GMT	http://themes.semicolonweb.com/html/canvas/landing-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/landing-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:21	24791/24791	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:14%20GMT	http://themes.semicolonweb.com/html/canvas/landing-4.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/landing-4.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:22	25537/25537	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:14%20GMT	http://themes.semicolonweb.com/html/canvas/landing-5.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/landing-5.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:22	34310/34310	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:53%20GMT	http://themes.semicolonweb.com/html/canvas/index-fullscreen-image.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-fullscreen-image.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:23	35508/35508	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:54%20GMT	http://themes.semicolonweb.com/html/canvas/index-fullscreen-slider.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-fullscreen-slider.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:23	34549/34549	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:54%20GMT	http://themes.semicolonweb.com/html/canvas/index-fullscreen-video.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-fullscreen-video.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:24	41115/41115	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:54%20GMT	http://themes.semicolonweb.com/html/canvas/index-onepage.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-onepage.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:25	70788/70788	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:55%20GMT	http://themes.semicolonweb.com/html/canvas/index-onepage-2.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-onepage-2.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:25	54217/54217	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:55%20GMT	http://themes.semicolonweb.com/html/canvas/index-onepage-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-onepage-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:26	12735/12735	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:53%20GMT	http://themes.semicolonweb.com/html/canvas/index-wedding.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-wedding.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:26	30042/30042	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:37:01%20GMT	http://themes.semicolonweb.com/html/canvas/index-restaurant.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-restaurant.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:27	53333/53333	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jan%202020%2017:19:56%20GMT	http://themes.semicolonweb.com/html/canvas/index-events.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-events.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:28	43991/43991	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:58%20GMT	http://themes.semicolonweb.com/html/canvas/index-parallax.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-parallax.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:28	46421/46421	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:46%20GMT	http://themes.semicolonweb.com/html/canvas/index-app-showcase.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/index-app-showcase.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:29	59715/59715	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:13%20GMT	http://themes.semicolonweb.com/html/canvas/slider-revolution.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-revolution.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:30	76729/76729	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:40:45%20GMT	http://themes.semicolonweb.com/html/canvas/rs-demos.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/rs-demos.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:30	55489/55489	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:11%20GMT	http://themes.semicolonweb.com/html/canvas/slider-revolution-fullwidth.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-revolution-fullwidth.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:31	52472/52472	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:12%20GMT	http://themes.semicolonweb.com/html/canvas/slider-revolution-kenburns.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-revolution-kenburns.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:31	57453/57453	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:12%20GMT	http://themes.semicolonweb.com/html/canvas/slider-revolution-html5-videos.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-revolution-html5-videos.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:32	43128/43128	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:08%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:32	43644/43644	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:05%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-fade.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-fade.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:33	43797/43797	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:05%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-autoplay.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-autoplay.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:33	44774/44774	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:07%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-video-event.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-video-event.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:34	43825/43825	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:06%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-pagination.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-pagination.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:34	50083/50083	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:03%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-3.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-3.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:35	49881/49881	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:04%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-4.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-4.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:35	50277/50277	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:04%20GMT	http://themes.semicolonweb.com/html/canvas/slider-canvas-5.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-canvas-5.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:36	42863/42863	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:09%20GMT	http://themes.semicolonweb.com/html/canvas/slider-flex.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-flex.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:36	42943/42943	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:09%20GMT	http://themes.semicolonweb.com/html/canvas/slider-flex-thumbs.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-flex-thumbs.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:37	41857/41857	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:11%20GMT	http://themes.semicolonweb.com/html/canvas/slider-owl.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-owl.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:37	42040/42040	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:10%20GMT	http://themes.semicolonweb.com/html/canvas/slider-owl-full.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-owl-full.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:38	42791/42791	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:10%20GMT	http://themes.semicolonweb.com/html/canvas/slider-owl-videos.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/slider-owl-videos.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:38	42413/42413	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:17%20GMT	http://themes.semicolonweb.com/html/canvas/static-parallax.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/static-parallax.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:39	41863/41863	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:16%20GMT	http://themes.semicolonweb.com/html/canvas/static-image.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/static-image.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:39	45287/45287	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:17%20GMT	http://themes.semicolonweb.com/html/canvas/static-thumbs-grid.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/static-thumbs-grid.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:40	42182/42182	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:15%20GMT	http://themes.semicolonweb.com/html/canvas/static-html5-video.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/static-html5-video.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:40	41889/41889	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:15%20GMT	http://themes.semicolonweb.com/html/canvas/static-embed-video.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/static-embed-video.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:41	56529/56529	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:40%20GMT	http://themes.semicolonweb.com/html/canvas/widgets.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/widgets.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:41	43618/43618	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:23%20GMT	http://themes.semicolonweb.com/html/canvas/header-light.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-light.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:42	43623/43623	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:20%20GMT	http://themes.semicolonweb.com/html/canvas/header-dark.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-dark.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:43	43632/43632	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:38%20GMT	http://themes.semicolonweb.com/html/canvas/header-transparent.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-transparent.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:43	43660/43660	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:25%20GMT	http://themes.semicolonweb.com/html/canvas/header-semi-transparent.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-semi-transparent.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:44	43670/43670	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:24%20GMT	http://themes.semicolonweb.com/html/canvas/header-semi-transparent-dark.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-semi-transparent-dark.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:44	40305/40305	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:27%20GMT	http://themes.semicolonweb.com/html/canvas/header-side-left.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-side-left.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:45	40446/40446	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:26%20GMT	http://themes.semicolonweb.com/html/canvas/header-side-left-open.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-side-left-open.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:45	40597/40597	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:26%20GMT	http://themes.semicolonweb.com/html/canvas/header-side-left-open-push.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-side-left-open-push.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:46	40325/40325	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:30%20GMT	http://themes.semicolonweb.com/html/canvas/header-side-right.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-side-right.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:46	40467/40467	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:29%20GMT	http://themes.semicolonweb.com/html/canvas/header-side-right-open.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-side-right-open.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:47	40497/40497	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:27%20GMT	http://themes.semicolonweb.com/html/canvas/header-side-right-open-push.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-side-right-open-push.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:47	43645/43645	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:36:22%20GMT	http://themes.semicolonweb.com/html/canvas/header-floating.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/header-floating.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:48	43635/43635	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:41:17%20GMT	http://themes.semicolonweb.com/html/canvas/static-sticky.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/static-sticky.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
11:54:48	41968/41968	---MCZ	200	added ('OK')	text/html	date:Thu,%2019%20Dec%202019%2012:39:18%20GMT	http://themes.semicolonweb.com/html/canvas/responsive-sticky.html	C:/My%20Web%20Sites/terserah/themes.semicolonweb.com/html/canvas/responsive-sticky.html	(from http://themes.semicolonweb.com/html/canvas/index-corporate.html)
